1000,5577006791947779410
1001,8674665223082153551
1002,6129484611666145821
1003,4037200794235010051
1004,3916589616287113937
1005,6334824724549167320
1006,605394647632969758
1007,1443635317331776148
1008,894385949183117216
1009,2775422040480279449
1010,4751997750760398084
1011,7504504064263669287
1012,1976235410884491574
1013,3510942875414458836
1014,2933568871211445515
1015,4324745483838182873
1016,2610529275472644968
1017,2703387474910584091
1018,6263450610539110790
1019,2015796113853353331
1020,1874068156324778273
1021,3328451335138149956
1022,5263531936693774911
1023,7955079406183515637
1024,2703501726821866378
1025,2740103009342231109
1026,6941261091797652072
1027,1905388747193831650
1028,7981306761429961588
1029,6426100070888298971
1030,4831389563158288344
1031,261049867304784443
1032,1460320609597786623
1033,5600924393587988459
1034,8995016276575641803
1035,732830328053361739
1036,5486140987150761883
1037,545291762129038907
1038,6382800227808658932
1039,2781055864473387780
1040,1598098976185383115
1041,4990765271833742716
1042,5018949295715050020
1043,2568779411109623071
1044,3902890183311134652
1045,4893789450120281907
1046,2338498362660772719
1047,2601737961087659062
1048,7273596521315663110
1049,3337066551442961397
1050,8121576815539813105
1051,2740376916591569721
1052,8249030965139585917
1053,898860202204764712
1054,9010467728050264449
1055,685213522303989579
1056,2050257992909156333
1057,6281838661429879825
1058,2227583514184312746
1059,2873287401706343734
1060,8603989663476771718
1061,6842348953158377901
1062,7388428680384065704
1063,6735196588112087610
1064,1687184559264975024
1065,3950896730125624717
1066,8273290538659802269
1067,6296367092202729479
1068,9029029644282286269
1069,8505906760983331750
1070,837825985403119657
1071,4548432111829895923
1072,8549944162621642512
1073,8807817071862113702
1074,3209308858241334655
1075,6371863560482907257
1076,6556961545928831643
1077,5199948958991797301
1078,5990482929064819019
1079,5089134323978233018
1080,6971241403795498694
1081,3724427934598140041
1082,1205043859388862788
1083,9093919513921919021
1084,8267293389953062911
1085,2970700287221458280
1086,6651414131918424343
1087,5944830206637008055
1088,788787457839692041
1089,6175742077372812453
1090,5743654948930018631
1091,3409814636252858217
1092,2184302455902443631
1093,4937104021912138218
1094,1727040455672546632
1095,2202916659517317514
1096,5793183108815074904
1097,1169089424364679180
1098,2594813965004488500
1099,3784560248718450071
1100,4011359550169803385
1101,5765484004404056823
1102,5074209722772702441
1103,5751776211841778805
1104,6725505124774569258
1105,7660323324116104765
1106,4739111663495868
1107,6789034556239763083
1108,3689199053531163850
1109,4592022834646721379
1110,5570714739468966812
1111,3778061770029050113
1112,273669266008440571
1113,17560327423731422
1114,26222426471854123
1115,8446960703956728189
1116,5440260128355399364
1117,5159484672389300587
1118,7520785252293546637
1119,8098229102784230399
1120,4228385537401050629
1121,5535550569387508244
1122,242253255677188752
1123,7801430477758522529
1124,2303013289404122822
1125,5919415281453547599
1126,2282476590775666788
1127,1601692462255737514
1128,5465989353755595706
1129,7511463928356123796
1130,6399527266456256611
1131,279676139769146943
1132,4973335412664053511
1133,8999011805617471788
1134,6924566981437551529
1135,2711729604092318900
1136,6946686668319032438
1137,1392397551035393808
1138,3281373847403844559
1139,7673207765878545335
1140,2138254726110839158
1141,5790752139526973902
